track_name,track_artist,track_popularity,track_album_name,release_year,song_genre,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration,tempo_type,speechiness_type,key_values
Chloe (You're the One I Want),Emblem3,51,Nothing To Lose (Deluxe Version),2013,pop,0.71,0.92,0,-3.33,1,0.04,0.127,0.93,118.02,223,Moderato,No Lyrics,C
"How Far I'll Go - From ""Moana""",Alessia Cara,70,"How Far I'll Go (From ""Moana"")",2016,pop,0.31,0.54,9,-9.62,1,0.35,0.0727,0.16,180.98,176,Vivace,Mix of Lyrics & Beats,A
Pretty Girls,Britney Spears,59,Pretty Girls,2015,pop,0.83,0.83,7,-6.06,0,0.07,0.217,0.79,103.01,164,Andante,No Lyrics,G
Body on Me,Rita Ora,62,Body on Me,2015,pop,0.64,0.74,11,-5.44,0,0.04,0.287,0.53,89,225,Andante,No Lyrics,B
A Year Without Rain,Selena Gomez & The Scene,61,A Year Without Rain (International Standard Version),2010,pop,0.63,0.81,2,-5.3,0,0.04,0.111,0.41,119.98,234,Moderato,No Lyrics,D
Wolves,Selena Gomez,82,Wolves,2017,pop,0.72,0.8,11,-4.61,0,0.04,0.204,0.31,124.99,198,Allegro,No Lyrics,B
Valentine,5 Seconds of Summer,66,Youngblood (Deluxe),2018,pop,0.75,0.77,1,-2.91,0,0.04,0.0859,0.77,94.01,197,Andante,No Lyrics,"C♯,D♭"
Seventeen,Troye Sivan,61,Bloom,2018,pop,0.61,0.74,4,-7.25,1,0.04,0.319,0.35,118.91,218,Moderato,No Lyrics,E
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,77,Lie To Me (feat. Julia Michaels),2018,pop,0.61,0.52,0,-5.45,1,0.03,0.105,0.77,159.93,150,Vivace,No Lyrics,C
On The Floor,Jennifer Lopez,68,Love?,2011,pop,0.73,0.78,3,-5.19,0,0.05,0.0691,0.57,130,285,Allegro,No Lyrics,"D♯,E♭"
Shut Up and Dance,WALK THE MOON,82,TALKING IS HARD (Expanded Edition),2014,pop,0.58,0.87,1,-3.8,1,0.06,0.257,0.62,128.04,199,Allegro,No Lyrics,"C♯,D♭"
Honestly,Hot Chelle Rae,55,Whatever,2011,pop,0.64,0.79,0,-4.27,1,0.04,0.11,0.92,93.01,202,Andante,No Lyrics,C
Just The Way You Are,Bruno Mars,20,Just The Way You Are,2010,pop,0.64,0.84,5,-5.41,1,0.04,0.0876,0.43,109.01,221,Moderato,No Lyrics,F
Somebody That I Used To Know,Gotye,77,Making Mirrors,2011,pop,0.86,0.52,0,-6.93,1,0.04,0.0989,0.75,129.06,245,Allegro,No Lyrics,C
Take Me to Church,Hozier,24,Hozier,2014,pop,0.57,0.66,4,-5.3,0,0.05,0.116,0.44,128.94,242,Allegro,No Lyrics,E
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,75,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013,pop,0.54,0.48,8,-6.85,1,0.03,0.12,0.37,136.96,224,Allegro,No Lyrics,"G♯,A♭"
Sugar,Maroon 5,12,V (Deluxe),2014,pop,0.74,0.78,1,-7.08,1,0.03,0.086,0.88,120.04,235,Allegro,No Lyrics,"C♯,D♭"
Animals,Maroon 5,3,V,2014,pop,0.46,0.74,4,-6.43,0,0.05,0.481,0.34,189.88,231,Vivace,No Lyrics,E
Let It Go - English Version,Idina Menzel,2,Let It Go The Complete Set (From “Frozen”),2014,pop,0.53,0.49,5,-6.87,0,0.03,0.132,0.35,136.81,224,Allegro,No Lyrics,F
Lights Down Low,MAX,69,Hell's Kitchen Angel,2016,pop,0.62,0.49,5,-7.73,0,0.03,0.104,0.59,81.02,224,Andante,No Lyrics,F
Best Day Of My Life,American Authors,76,"Oh, What A Life",2014,pop,0.67,0.9,2,-2.39,1,0.03,0.0558,0.54,100.01,194,Andante,No Lyrics,D
Take Me To Church,Hozier,80,Hozier,2014,pop,0.57,0.66,4,-5.3,0,0.05,0.116,0.44,128.94,242,Allegro,No Lyrics,E
7 rings,Ariana Grande,90,"thank u, next",2019,pop,0.78,0.32,1,-10.73,0,0.33,0.0881,0.33,140.05,179,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Without Me,Halsey,88,Without Me,2018,pop,0.75,0.49,6,-7.05,1,0.07,0.0936,0.53,136.04,202,Allegro,No Lyrics,"F♯,G♭"
2002,Anne-Marie,83,Speak Your Mind (Deluxe),2018,pop,0.7,0.68,1,-2.88,0,0.12,0.137,0.6,96.13,187,Andante,No Lyrics,"C♯,D♭"
Bang Bang,Jessie J,39,Sweet Talker,2014,pop,0.71,0.78,0,-3.44,0,0.1,0.373,0.74,150.04,199,Allegro,No Lyrics,C
You Need To Calm Down,Taylor Swift,86,Lover,2019,pop,0.77,0.67,2,-5.62,1,0.06,0.0637,0.71,85.03,171,Andante,No Lyrics,D
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,71,Expectations,2018,pop,0.64,0.77,10,-6.61,1,0.08,0.0646,0.59,154,164,Allegro,No Lyrics,"A♯,B♭"
Scars To Your Beautiful,Alessia Cara,73,Know-It-All (Deluxe),2015,pop,0.57,0.74,0,-5.74,1,0.13,0.111,0.45,97.08,230,Andante,No Lyrics,C
Woman Like Me (feat. Nicki Minaj),Little Mix,76,LM5 (Deluxe),2018,pop,0.75,0.85,5,-3.45,0,0.06,0.0808,0.8,75,230,Adagio,No Lyrics,F
Strip That Down (feat. Quavo),Liam Payne,71,LP1,2019,pop,0.87,0.5,6,-5.45,1,0.05,0.0805,0.55,106.03,202,Andante,No Lyrics,"F♯,G♭"
Rewrite The Stars,Zac Efron,74,Rewrite The Stars,2017,pop,0.68,0.62,10,-7,1,0.04,0.122,0.28,125.05,217,Allegro,No Lyrics,"A♯,B♭"
Hate Me (with Juice WRLD),Ellie Goulding,88,Hate Me (with Juice WRLD),2019,pop,0.66,0.77,8,-4.63,1,0.05,0.144,0.76,75.03,186,Adagio,No Lyrics,"G♯,A♭"
Somebody To You,The Vamps,64,Meet The Vamps,2014,pop,0.56,0.85,3,-4.68,1,0.05,0.328,0.76,86.98,183,Andante,No Lyrics,"D♯,E♭"
Pretty Brown Eyes,Cody Simpson,16,Surfers Paradise,2013,pop,0.65,0.74,1,-5.45,1,0.04,0.136,0.76,99.03,168,Andante,No Lyrics,"C♯,D♭"
I Like Me Better,Lauv,83,I Like Me Better,2017,pop,0.75,0.5,9,-7.62,1,0.25,0.104,0.42,91.97,197,Andante,No Lyrics,A
Mine,Bazzi,81,COSMIC,2018,pop,0.71,0.79,4,-3.87,1,0.07,0.451,0.72,142.93,131,Allegro,No Lyrics,E
Lovin' So Hard,Becky G,50,Lovin' So Hard,2015,pop,0.6,0.83,9,-5.66,1,0.05,0.138,0.55,77.5,221,Andante,No Lyrics,A
Shower,Becky G,74,Shower,2014,pop,0.7,0.53,2,-7.55,1,0.05,0.285,0.12,119.99,206,Moderato,No Lyrics,D
Kiss You,One Direction,72,Take Me Home: Yearbook Edition,2012,pop,0.63,0.93,4,-2.56,1,0.06,0.324,0.9,89.99,183,Andante,No Lyrics,E
Live While We're Young,One Direction,70,Take Me Home: Yearbook Edition,2012,pop,0.66,0.84,2,-2.06,1,0.05,0.0969,0.94,126.02,200,Allegro,No Lyrics,D
Last Friday Night (T.G.I.F.),Katy Perry,74,Katy Perry - Teenage Dream: The Complete Confection,2012,pop,0.65,0.82,3,-3.8,0,0.04,0.671,0.76,126.03,231,Allegro,No Lyrics,"D♯,E♭"
22,Taylor Swift,0,22,2012,pop,0.66,0.72,7,-6.55,1,0.04,0.0631,0.68,104.01,232,Andante,No Lyrics,G
Can We Dance,The Vamps,0,Can We Dance,2013,pop,0.64,0.85,1,-3.68,0,0.05,0.4,0.59,130.16,191,Allegro,No Lyrics,"C♯,D♭"
What the Hell,Avril Lavigne,14,Goodbye Lullaby,2011,pop,0.57,0.93,6,-3.68,0,0.06,0.117,0.86,150.01,221,Allegro,No Lyrics,"F♯,G♭"
Hair,Little Mix,64,Hair,2016,pop,0.71,0.84,7,-4.68,1,0.05,0.843,0.74,153.96,234,Allegro,No Lyrics,G
Domino,Jessie J,69,Who You Are (Platinum Edition),2011,pop,0.76,0.55,7,-4.57,1,0.03,0.0418,0.78,126.99,232,Allegro,No Lyrics,G
Baby,Justin Bieber,76,My World 2.0,2010,pop,0.73,0.86,5,-5.24,0,0.14,0.111,0.54,65.04,214,Adagio,No Lyrics,F
Volcanic Love,The Aces,51,When My Heart Felt Volcanic,2018,pop,0.44,0.82,6,-4.25,1,0.08,0.2,0.57,179.88,206,Vivace,No Lyrics,"F♯,G♭"
Lightning In A Bottle,The Summer Set,0,Legendary,2013,pop,0.66,0.87,4,-1.55,1,0.03,0.298,0.76,128.99,245,Allegro,No Lyrics,E
Body Language (feat. Usher & Tinashe),Kid Ink,1,Full Speed,2015,pop,0.88,0.53,5,-5.77,0,0.04,0.097,0.26,99.02,206,Andante,No Lyrics,F
No Control,One Direction,67,FOUR (Deluxe),2014,pop,0.56,0.92,1,-3.15,0,0.08,0.0296,0.85,142.98,200,Allegro,No Lyrics,"C♯,D♭"
Made In The USA,Demi Lovato,59,Demi,2013,pop,0.58,0.86,8,-3.91,1,0.04,0.316,0.59,87.46,196,Andante,No Lyrics,"G♯,A♭"
Stutter,Marianas Trench,56,Ever After,2012,pop,0.74,0.93,6,-3.73,0,0.12,0.0473,0.55,104.97,201,Andante,No Lyrics,"F♯,G♭"
"Stand Out - From ""How to Build a Better Boy""",Sabrina Carpenter,33,"Stand Out (From ""How to Build a Better Boy"")",2014,pop,0.41,0.81,7,-2.89,1,0.07,0.0488,0.77,96.04,209,Andante,No Lyrics,G
Round & Round,Selena Gomez & The Scene,52,A Year Without Rain,2010,pop,0.55,0.69,10,-4.08,1,0.07,0.477,0.49,128,186,Allegro,No Lyrics,"A♯,B♭"
Better in Stereo - Theme Song Version,Dove Cameron,55,Liv and Maddie (Music from the TV Series),2015,pop,0.7,0.83,0,-3.47,1,0.04,0.35,0.82,109.97,153,Moderato,No Lyrics,C
Had Me @ Hello,Olivia Holt,51,Make Your Mark: Ultimate Playlist,2012,pop,0.64,0.88,6,-4.07,0,0.05,0.139,0.54,130.03,190,Allegro,No Lyrics,"F♯,G♭"
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,55,Your Favorite Songs from 100 Disney Channel Original Movies,2016,pop,0.77,0.58,6,-5.61,1,0.04,0.0794,0.74,122.97,188,Allegro,No Lyrics,"F♯,G♭"
Loud,R5,41,Louder (Deluxe),2013,pop,0.59,0.84,1,-4.13,0,0.05,0.307,0.49,89.91,207,Andante,No Lyrics,"C♯,D♭"
Cloud 9 - Original TV Movie Soundtrack,Dove Cameron,51,Cloud 9,2014,pop,0.47,0.93,3,-4,1,0.08,0.265,0.26,122.01,209,Allegro,No Lyrics,"D♯,E♭"
She's So Gone,Naomi Scott,66,Lemonade Mouth,2011,pop,0.52,0.86,11,-4,1,0.07,0.249,0.46,141.99,186,Allegro,No Lyrics,B
Heaven Is a Place on Earth,Belinda Carlisle,70,Greatest Vol.1 - Belinda Carlisle,2013,pop,0.64,0.85,1,-8.12,0,0.03,0.0497,0.79,122.9,247,Allegro,No Lyrics,"C♯,D♭"
I Don't Want It At All,Kim Petras,62,I Don't Want It At All,2017,pop,0.77,0.74,6,-3.01,0,0.08,0.084,0.75,110.02,251,Moderato,No Lyrics,"F♯,G♭"
Hillside Boys,Kim Petras,56,Hillside Boys,2017,pop,0.77,0.64,6,-4.57,1,0.05,0.538,0.74,124.02,218,Allegro,No Lyrics,"F♯,G♭"
Phantom,Jessie Paege,48,Phantom,2019,pop,0.6,0.84,4,-6.08,0,0.04,0.299,0.25,116.06,208,Moderato,No Lyrics,E
There's Nothing Holdin' Me Back,Shawn Mendes,53,Illuminate,2017,pop,0.87,0.81,11,-4.06,0,0.06,0.0779,0.97,122,199,Allegro,No Lyrics,B
broken,lovelytheband,74,finding it hard to smile,2018,pop,0.67,0.73,7,-5.81,1,0.04,0.0429,0.51,123,205,Allegro,No Lyrics,G
Telephone,Waterparks,52,FANDOM,2019,pop,0.55,0.95,8,-3.26,1,0.07,0.335,0.89,168.98,154,Vivace,No Lyrics,"G♯,A♭"
Stupid for You,Waterparks,60,Double Dare,2016,pop,0.58,0.92,1,-3.41,0,0.07,0.202,0.6,118.41,192,Moderato,No Lyrics,"C♯,D♭"
I Think I'm In Love,Kat Dahlia,68,My Garden,2015,pop,0.63,0.64,7,-6.73,1,0.05,0.125,0.57,121.87,203,Allegro,No Lyrics,G
Dealer,Troy Murray,2,Let Me Explain,2017,pop,0.71,0.65,9,-10.35,0,0.06,0.175,0.32,101.03,306,Andante,No Lyrics,A
Drip Too Hard (Lil Baby & Gunna),Lil Baby,84,Drip Harder,2018,pop,0.9,0.66,1,-6.9,0,0.29,0.534,0.39,112.51,146,Moderato,No Lyrics,"C♯,D♭"
Pure Water (with Migos),Mustard,31,Pure Water (with Migos),2019,pop,0.68,0.56,0,-5.54,1,0.13,0.318,0.14,202.01,195,Prestissimo,No Lyrics,C
Break Me Down,L0uie L0u,3,Break Me Down,2017,pop,0.57,0.83,3,-6.32,1,0.36,0.256,0.69,75.8,196,Adagio,Mix of Lyrics & Beats,"D♯,E♭"
Make You Mine,L0uie L0u,1,Make You Mine,2017,pop,0.44,0.58,7,-10.15,0,0.35,0.561,0.24,143.69,205,Allegro,Mix of Lyrics & Beats,G
ZEZE,Kodak Black,83,Dying to Live,2018,pop,0.86,0.6,8,-5.79,0,0.18,0.0924,0.5,98.04,229,Andante,No Lyrics,"G♯,A♭"
Up in There (feat. Rippa da Kid & Troy Murray),Jae Mazor,4,Get Closer,2016,pop,0.68,0.75,6,-6.37,0,0.1,0.0785,0.61,80.01,207,Andante,No Lyrics,"F♯,G♭"
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,85,Hoodie SZN,2018,pop,0.58,0.66,9,-5.24,1,0.3,0.111,0.43,93.02,189,Andante,No Lyrics,A
All I Got (feat. Jae Mazor & Rippa Da Kid),Orion Paxx,3,All I Got (feat. Jae Mazor & Rippa Da Kid),2018,pop,0.65,0.89,2,-4,1,0.22,0.105,0.46,172.99,227,Vivace,No Lyrics,D
Better Now,Post Malone,87,beerbongs & bentleys,2018,pop,0.68,0.58,10,-5.8,1,0.04,0.135,0.34,145.04,231,Allegro,No Lyrics,"A♯,B♭"
Hustler,Only1Tipy,0,Hustler,2018,pop,0.72,0.8,4,-3.7,0,0.24,0.127,0.4,84.97,201,Andante,No Lyrics,E
Raw,Rippa da Kid,1,Built for This,2017,pop,0.54,0.88,1,-4.26,0,0.18,0.161,0.45,103.07,203,Andante,No Lyrics,"C♯,D♭"
a lot,21 Savage,81,i am > i was,2018,pop,0.84,0.64,1,-7.64,1,0.09,0.342,0.27,145.97,289,Allegro,No Lyrics,"C♯,D♭"
I'm Good,Rippa da Kid,5,Built for This,2017,pop,0.64,0.72,7,-7.96,0,0.32,0.104,0.32,188.09,153,Vivace,No Lyrics,G
Relentless,Fayn,1,Better Than My Last,2017,pop,0.52,0.95,2,-4.38,1,0.4,0.428,0.18,119.39,224,Moderato,Mix of Lyrics & Beats,D
Please Me,Cardi B,79,Please Me,2019,pop,0.75,0.57,1,-6.71,1,0.08,0.0832,0.65,133.99,201,Allegro,No Lyrics,"C♯,D♭"
How You Want It (feat. Jae Mazor),Fayn,0,Heart of a Wolf,2019,pop,0.51,0.82,11,-5.65,0,0.32,0.155,0.57,176.39,213,Vivace,No Lyrics,B
Look Back at It,A Boogie Wit da Hoodie,81,Hoodie SZN,2018,pop,0.79,0.59,3,-5.08,0,0.04,0.148,0.54,96.06,179,Andante,No Lyrics,"D♯,E♭"
Epic,Fayn,5,Better Than My Last,2017,pop,0.81,0.44,0,-6.26,0,0.23,0.0985,0.26,137.93,245,Allegro,No Lyrics,C
Going Bad (feat. Drake),Meek Mill,85,Championships,2018,pop,0.89,0.5,4,-6.37,0,0.09,0.252,0.54,86,181,Andante,No Lyrics,E
Adan y Eva,Paulo Londra,79,Adan y Eva,2018,pop,0.77,0.71,1,-4.47,1,0.34,0.0676,0.72,171.99,259,Vivace,Mix of Lyrics & Beats,"C♯,D♭"
Irresistible,Fall Out Boy,59,Irresistible,2015,pop,0.5,0.89,2,-4.53,1,0.07,0.19,0.37,165.05,206,Vivace,No Lyrics,D
Like A G6,Far East Movement,68,Free Wired,2010,pop,0.44,0.84,3,-8.13,1,0.45,0.117,0.78,124.91,217,Allegro,Mix of Lyrics & Beats,"D♯,E♭"
Quarter Past Midnight,Bastille,66,Quarter Past Midnight,2018,pop,0.5,0.82,8,-3.36,1,0.06,0.0418,0.46,155.13,202,Allegro,No Lyrics,"G♯,A♭"
Alone Together,Fall Out Boy,60,Save Rock And Roll,2013,pop,0.55,0.92,4,-3.71,1,0.06,0.206,0.61,90.01,203,Andante,No Lyrics,E
The Phoenix,Fall Out Boy,62,Save Rock And Roll,2013,pop,0.56,0.96,4,-2.99,0,0.07,0.579,0.41,138.06,245,Allegro,No Lyrics,E
Good Feeling,Flo Rida,73,Wild Ones,2012,pop,0.71,0.89,1,-4.44,0,0.07,0.306,0.68,128.01,248,Allegro,No Lyrics,"C♯,D♭"
Maps,Maroon 5,76,V,2015,pop,0.74,0.71,1,-5.52,0,0.03,0.059,0.88,120.03,190,Allegro,No Lyrics,"C♯,D♭"
Thunder,Imagine Dragons,11,Evolve,2017,pop,0.6,0.81,0,-4.81,1,0.04,0.145,0.25,167.96,187,Vivace,No Lyrics,C
Believer,Imagine Dragons,9,Evolve,2017,pop,0.78,0.78,10,-4.28,0,0.1,0.118,0.72,124.95,204,Allegro,No Lyrics,"A♯,B♭"
Holiday,Green Day,67,Greatest Hits: God's Favorite Band,2017,pop,0.55,0.89,8,-3.41,1,0.03,0.888,0.72,146.53,233,Allegro,No Lyrics,"G♯,A♭"
Boulevard of Broken Dreams,Green Day,74,Greatest Hits: God's Favorite Band,2017,pop,0.5,0.68,8,-4.09,1,0.03,0.0589,0.47,167.06,262,Vivace,No Lyrics,"G♯,A♭"
Uma Thurman,Fall Out Boy,69,American Beauty/American Psycho,2015,pop,0.62,0.96,4,-2.62,0,0.07,0.264,0.69,149.96,212,Allegro,No Lyrics,E
Say Amen (Saturday Night),Panic! At The Disco,50,Say Amen for Silver Linings,2018,pop,0.49,0.87,6,-2.31,0,0.1,0.458,0.6,167.97,189,Vivace,No Lyrics,"F♯,G♭"
Centuries,Fall Out Boy,79,American Beauty/American Psycho,2015,pop,0.39,0.86,4,-2.87,0,0.07,0.102,0.56,176.04,228,Vivace,No Lyrics,E
Immortals,Fall Out Boy,73,American Beauty/American Psycho,2015,pop,0.62,0.87,2,-3.61,1,0.07,0.671,0.48,108.02,189,Moderato,No Lyrics,D
Youngblood,5 Seconds of Summer,84,Youngblood (Deluxe),2018,pop,0.6,0.85,7,-5.11,0,0.46,0.124,0.15,120.27,203,Allegro,Mix of Lyrics & Beats,G
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,78,Raymond v Raymond (Expanded Edition),2010,pop,0.66,0.86,7,-3.4,0,0.11,0.082,0.65,119.96,221,Moderato,No Lyrics,G
Glory,Bastille,50,Wild World (Complete Edition),2016,pop,0.56,0.65,6,-5.85,1,0.06,0.0739,0.27,124.01,282,Allegro,No Lyrics,"F♯,G♭"
You Make Me Feel... (feat. Sabi),Cobra Starship,66,Night Shades,2011,pop,0.67,0.86,7,-2.94,0,0.05,0.0385,0.75,131.96,216,Allegro,No Lyrics,G
Ride,Twenty One Pilots,81,Blurryface,2015,pop,0.64,0.71,6,-5.36,1,0.04,0.113,0.57,74.99,215,Adagio,No Lyrics,"F♯,G♭"
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,68,Save Rock And Roll,2013,pop,0.56,0.92,9,-4.34,0,0.06,0.537,0.57,151.99,187,Allegro,No Lyrics,A
Miss Jackson (feat. LOLO),Panic! At The Disco,68,"Too Weird To Live, Too Rare To Die!",2013,pop,0.64,0.87,2,-5.82,1,0.06,0.175,0.66,82,192,Andante,No Lyrics,D
Whatever It Takes,Imagine Dragons,81,Evolve,2017,pop,0.67,0.66,10,-5.02,0,0.03,0.117,0.56,134.94,201,Allegro,No Lyrics,"A♯,B♭"
Party Rock Anthem,LMFAO,67,Sorry For Party Rocking,2011,pop,0.75,0.73,5,-4.21,0,0.14,0.266,0.36,129.99,262,Allegro,No Lyrics,F
Flaws,Bastille,51,Bad Blood,2013,pop,0.57,0.66,8,-6.99,1,0.04,0.0723,0.41,144.25,219,Allegro,No Lyrics,"G♯,A♭"
Deja Vu (Initial D),Tsuko G.,61,Deja Vu (Initial D),2017,pop,0.57,0.96,0,-9.43,0,0.04,0.199,0.7,154.07,251,Allegro,No Lyrics,C
Some Nights,fun.,70,Some Nights,2012,pop,0.67,0.74,0,-7.04,1,0.05,0.0927,0.39,107.94,277,Andante,No Lyrics,C
Cruise,Florida Georgia Line,70,Here's To The Good Times,2012,pop,0.46,0.95,10,-3.36,1,0.04,0.0536,0.88,148,209,Allegro,No Lyrics,"A♯,B♭"
Everybody Talks,Neon Trees,65,Picture Show (Deluxe Edition),2012,pop,0.47,0.92,8,-3.91,1,0.06,0.313,0.72,154.96,177,Allegro,No Lyrics,"G♯,A♭"
Animal,Neon Trees,68,Habits,2010,pop,0.48,0.83,5,-5.61,1,0.04,0.365,0.74,148.04,212,Allegro,No Lyrics,F
Blame It On Waylon,Josh Thompson,58,Way Out Here,2010,pop,0.65,0.83,2,-5.35,1,0.03,0.193,0.67,122.06,213,Allegro,No Lyrics,D
I Wanna Get Better,Bleachers,53,I Wanna Get Better,2014,pop,0.46,0.89,9,-7,1,0.11,0.281,0.38,190.02,204,Vivace,No Lyrics,A
American Pie,The Deep Dixie Boys,35,Only a Country Heart,2015,pop,0.56,0.5,4,-7,0,0.06,0.32,0.45,138.02,276,Allegro,No Lyrics,E
92 Explorer,Post Malone,74,beerbongs & bentleys,2018,pop,0.8,0.73,7,-4.81,0,0.05,0.114,0.86,146.05,211,Allegro,No Lyrics,G
I Believe in Us,LÉON,62,Surround Me - EP,2017,pop,0.56,0.42,0,-6.23,1,0.04,0.112,0.26,137.04,202,Allegro,No Lyrics,C
Another One,Kim Petras,47,Clarity,2019,pop,0.56,0.44,9,-6.43,0,0.03,0.103,0.32,80.02,225,Andante,No Lyrics,A
Good News,K.Flay,51,Solutions,2019,pop,0.64,0.75,2,-3.98,1,0.04,0.178,0.22,123.08,211,Allegro,No Lyrics,D
There Will Be Blood,Kim Petras,60,TURN OFF THE LIGHT,2019,pop,0.56,0.88,0,-4.73,0,0.09,0.167,0.6,107.03,198,Andante,No Lyrics,C
Sims,Lauv,55,~how i'm feeling~,2019,pop,0.53,0.4,2,-8.24,1,0.39,0.0637,0.57,99.71,155,Andante,Mix of Lyrics & Beats,D
9 2 5,Terror Jr,41,9 2 5,2019,pop,0.84,0.56,9,-9.29,1,0.08,0.222,0.73,113.02,157,Moderato,No Lyrics,A
Burnout,EXES,39,Burnout,2019,pop,0.64,0.48,10,-8.85,1,0.04,0.135,0.47,156.11,172,Vivace,No Lyrics,"A♯,B♭"
Stole Your Car,Charlotte Lawrence,61,Stole Your Car,2018,pop,0.66,0.71,7,-5.61,0,0.08,0.367,0.2,101.03,216,Andante,No Lyrics,G
Sweet Little Lies,bülow,66,Sweet Little Lies,2019,pop,0.65,0.73,0,-3.79,1,0.14,0.17,0.69,160.02,175,Vivace,No Lyrics,C
Safe,Daya,61,Safe,2018,pop,0.41,0.7,0,-3.68,1,0.05,0.138,0.38,87.62,201,Andante,No Lyrics,C
Bad,Lennon Stella,69,"Love, me",2018,pop,0.83,0.61,8,-5.34,1,0.06,0.093,0.75,137.96,178,Allegro,No Lyrics,"G♯,A♭"
Water Fountain,Alec Benjamin,78,Narrated For You,2018,pop,0.72,0.5,8,-5.57,1,0.04,0.087,0.55,133.97,219,Allegro,No Lyrics,"G♯,A♭"
Perfect,Brooke Alexx,26,Me,2019,pop,0.86,0.56,7,-5.91,0,0.05,0.12,0.56,121.98,143,Allegro,No Lyrics,G
Nervous,Evan Blum,16,Nervous,2019,pop,0.8,0.72,7,-7.61,1,0.05,0.106,0.6,114,179,Moderato,No Lyrics,G
Problems,A R I Z O N A,72,ASYLUM,2019,pop,0.72,0.66,2,-7.41,1,0.04,0.123,0.13,98,172,Andante,No Lyrics,D
King of the Doves,Mating Ritual,33,King of the Doves,2019,pop,0.88,0.58,9,-6.96,0,0.05,0.0659,0.69,119.99,209,Moderato,No Lyrics,A
Walking (feat. Swae Lee & Major Lazer),88rising,71,Head In The Clouds II,2019,pop,0.7,0.66,6,-7.23,1,0.2,0.131,0.33,100,167,Andante,No Lyrics,"F♯,G♭"
BATSHiT,Girl Wilde,12,Probably Crying,2019,pop,0.58,0.8,10,-6.11,0,0.13,0.107,0.83,171.09,172,Vivace,No Lyrics,"A♯,B♭"
Waste My Youth,GALXARA,38,Waste My Youth,2019,pop,0.41,0.71,5,-2.95,1,0.11,0.353,0.6,140.89,214,Allegro,No Lyrics,F
Afterlife,Hailee Steinfeld,71,Afterlife (Dickinson),2019,pop,0.67,0.61,1,-4.73,0,0.04,0.0572,0.34,122.06,209,Allegro,No Lyrics,"C♯,D♭"
Not Going Out Tonight,Jack Newsome,28,Not Going Out Tonight,2019,pop,0.8,0.55,8,-8.45,1,0.07,0.101,0.67,143.97,155,Allegro,No Lyrics,"G♯,A♭"
American Spirit,Meg & Dia,14,happysad,2019,pop,0.77,0.54,9,-8.73,1,0.04,0.059,0.5,111.97,221,Moderato,No Lyrics,A
Peachy Keen,L Devine,52,Peachy Keen,2019,pop,0.81,0.44,8,-8.92,1,0.07,0.098,0.49,131.06,148,Allegro,No Lyrics,"G♯,A♭"
Superlove (feat. Oh Wonder),Whethan,66,Life of a Wallflower Vol. 1,2018,pop,0.58,0.49,11,-8.54,0,0.21,0.182,0.64,98.27,185,Andante,No Lyrics,B
Bachelorette,Ashe,42,Bachelorette,2019,pop,0.61,0.48,5,-8.72,1,0.03,0.133,0.36,87.99,214,Andante,No Lyrics,F
Playground,More Giraffes,46,Playground,2019,pop,0.72,0.55,1,-5.87,1,0.22,0.342,0.8,80,185,Andante,No Lyrics,"C♯,D♭"
Hungover You,Hazey Eyes,45,Hungover You,2019,pop,0.57,0.58,1,-6.53,1,0.13,0.141,0.37,111.9,184,Moderato,No Lyrics,"C♯,D♭"
Picture (In My Brain),Trynket,24,Picture (In My Brain),2019,pop,0.59,0.62,0,-5.26,1,0.07,0.112,0.37,149.98,202,Allegro,No Lyrics,C
Never Gonna Get Away,Refs,31,Never Gonna Get Away,2019,pop,0.71,0.71,9,-6.63,0,0.03,0.109,0.67,156.01,182,Vivace,No Lyrics,A
Losers,Frawley,33,Losers,2019,pop,0.67,0.68,5,-4.85,1,0.17,0.0729,0.67,170,201,Vivace,No Lyrics,F
Middle Name,Thomston,34,Casual / Middle Name,2019,pop,0.55,0.74,8,-7.88,0,0.06,0.137,0.31,118.03,242,Moderato,No Lyrics,"G♯,A♭"
Wait,IRIS,36,Wait,2019,pop,0.64,0.61,11,-7.96,1,0.07,0.112,0.34,86.09,206,Andante,No Lyrics,B
Out of Place,Brooke Sierra,33,Out of Place,2019,pop,0.72,0.55,7,-7.58,1,0.11,0.134,0.4,95.04,178,Andante,No Lyrics,G
Love Me Too,Joseph Tilley,40,Love Me Too,2019,pop,0.87,0.44,4,-9.47,1,0.25,0.0985,0.78,127.97,202,Allegro,No Lyrics,E
Mad Man,Jena Rose,6,Mad Man,2019,pop,0.78,0.78,7,-5.36,1,0.06,0.269,0.57,109.94,187,Moderato,No Lyrics,G
Lemontree,Julian Daniel,29,Lemontree,2019,pop,0.79,0.83,8,-5.25,1,0.12,0.109,0.33,111.97,164,Moderato,No Lyrics,"G♯,A♭"
